"","Country.Name","Series.Name","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"11","Australia","UNEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.265","6.105","5.784","7.163","9.961","8.987","8.258","8.081","8.106","7.226","6.175","6.926","9.586","10.733","10.879","9.724","8.473","8.509","8.367","7.684","6.876","6.288","6.747","6.375","5.933","5.399","5.036","4.785","4.381","4.242","5.565","5.214","5.083","5.225","5.663","6.078","6.055","5.711","5.592","5.3","5.159","6.456","5.116","3.701","3.662"
"12","Australia","rGDP","335556914435.482","348981339247.185","362627385697.042","372125844372.745","387410259374.595","392587775927.283","402751099517.447","417230606483.794","420958064894.822","438008654792.14","451305273260.368","466378263938.703","481886340041.634","471166922893.159","492801545631.177","518814215454.189","539388997290.731","553211117373.353","585042374929.356","607734119284.946","629485671230.824","627081824259.933","629763718009.98","655238649441.03","681315222435.779","707771815356.074","735119653575.813","763886278172.32","799508217490.112","839704672154.942","872633840587.072","890305786856.39","925736696479.946","954348321893.94","994663065408.582","1026036123626.81","1054306478910.88","1094089602422.35","1133326149869.16","1154775181480.75","1180486690611.43","1208924281855.58","1256294887279.41","1289036425122.18","1322646774172.19","1351768945139.11","1389336532090.02","1421551208676.45","1462866648667.66","1494773366351.99","1489770563790.11","1521231998735.21","1586172577281.96","1634027215240.65"
"13","Australia","GDPg","7.17579926522316","4.00064019967748","3.91025104072715","2.61934400167974","4.10732423801765","1.33644280898659","2.58880286482639","3.59515020162482","0.893380867343609","4.05042480931625","3.03569765637125","3.33986584500624","3.32521416670674","-2.22447001663274","4.5917108538037","5.27852845706782","3.96573209130946","2.56255135941761","5.75390778607942","3.87864970607134","3.57912304997303","-0.381874771857909","0.427678437851654","4.04515704898813","3.97970617529882","3.88316480376135","3.86393433962627","3.91318943203036","4.66325162994434","5.02764746946789","3.92151782931303","2.02512731541893","3.97963375579748","3.09068718165635","4.22432172716931","3.15413925672789","2.75529824273126","3.77339268108837","3.58622797986055","1.89257360858259","2.22653807797504","2.40897178005686","3.91840962538336","2.60619844706027","2.60740103188527","2.20181015336807","2.77914262537222","2.31870938698817","2.90636311509867","2.1811091061096","-0.33468635945016","2.11183088925151","4.26894639349867","3.01698810357014"
"14","Australia","AGING","8.41749579963437","8.41741584575483","8.46643519584527","8.5519186127375","8.64554800919904","8.77327187377098","8.93430023724056","9.09351306050397","9.26332039629799","9.44738093872213","9.61822098068507","9.75624834540937","9.86779791863965","9.97297614599317","10.0975924992599","10.2580430246233","10.4540859498065","10.642462637727","10.8013250471094","10.9375844665595","11.0837850040266","11.2623002184779","11.4425199272682","11.6141949380911","11.7636771191649","11.8892968888128","12.0059963170674","12.1117553506401","12.2085563621798","12.2879119854503","12.3685459899149","12.4689356388545","12.5703255787015","12.6754308683401","12.788458411359","12.9023759265473","13.0113651076878","13.1097405249566","13.2063665854931","13.3493071291801","13.566209368896","13.8371887791556","14.1254366781439","14.4008825109393","14.6647706236066","14.9248665100365","15.1758298886271","15.4184997124988","15.6688236586956","15.93194153764","16.2335929179415","16.5691553313983","16.9020843102012","17.2345504121801"
"15","Australia","SAVING%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.6929726962278","24.4476375276627","20.8363391400396","18.342148684487","20.3318480091379","21.8779393444799","20.6366487213644","20.9000876033196","21.8141658325262","21.6282007054382","20.6305973488384","21.1959079594637","20.7475781984984","21.7799799533557","21.0829405515026","21.5210839476431","20.9800119972366","21.6570804788513","21.3606234641538","21.8933397059517","23.9969679961847","21.7842005793499","23.2399698972155","24.2883527527143","23.8935598711412","23.5795558481758","22.6519871634294","20.7052448810289","21.7963460021124","21.7045890054395","22.3417266945384","23.6955503197645","25.7712849309176","25.4113763784497","24.813659627649"
"16","Australia","SAVING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77045988786.8436","76134957243.6557","67919524189.4639","59707079575.8474","63461452040.9445","70622533071.3741","75977128912.1893","83880804638.5423","95031801665.3846","86442386106.4397","80387578930.2493","88210547044.0038","78763886229.4563","86202698649.0746","98613152128.3411","132281490306.125","145956453606.265","162085393886.878","182634923818.821","231218281361.56","222874749344.537","250276545668.197","325057766424.041","375898651479.608","376873559536.802","346288812500.036","306202527932.137","250032582808.412","289211814606.025","310317816552.144","311593655933.205","315241228418.845","401783031501.429","430203585456.484","427744617781.934"
"17","Austria","HEXPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2269","2283","2498","3091","3595","3710","3883","4479","5058","4929","4801","5168","4966","5235","5394","4613","4710","4939","5337","5263","5567","6505",NA,NA
"18","Austria","HEXPENt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2","9.27","9.39","9.55","9.71","9.63","9.53","9.53","9.73","10.23","10.22","10.03","10.2","10.29","10.37","10.37","10.35","10.38","10.35","10.49","11.39","12.1",NA,NA
"19","Austria","UNEMP","2.4","1.5","1.3","1.2","1.3","2","2","1.8","2.1","2","1.9","2.06","3.35","4.11","3.8","3.6","3.12","3.79","3.55","3.14","3.25","3.42","3.59","4.25","3.535","4.353","5.291","5.157","5.493","4.707","4.694","4.012","4.86","4.785","5.969","5.682","5.32","4.909","4.198","5.371","4.883","4.637","4.909","5.367","5.674","5.802","6.064","5.561","4.933","4.56","5.201","6.459","4.992","5.264"
"20","Austria","rGDP","135169130645.024","142082989214.129","150903303811.962","158283132276.333","164522871893.839","163924443911.638","171429635128.008","180138227325.32","179758759493.059","189387896783.516","192667120935.942","192389112509.963","196258547592.121","202093486979.047","202197109935.467","207249365643.959","212018988476.745","214896442478.295","221979171128.378","230607667590.116","240629049863.283","248910606082.174","254121610895.057","255460346929.86","261596808649.455","268576168421.57","274886456416.226","280641477589.641","290692443914.523","301030430129.082","311192381028.414","315135711888.113","320340348097.004","323356259321.687","332200441760.824","339655236682.676","351387070656.34","364484726093.492","369807747327.812","355886045571.664","362424005611.476","373016924602.914","375555101767.152","375650886015","378134963330.691","381971148530.543","389570224508.691","398368950204.699","408030932405.258","413949540159.265","386492302608.55","402871331324.597","422235060667.714","418735512774.007"
"21","Austria","GDPg","7.12287550213399","5.11496858499562","6.2078610864111","4.89043531715288","3.94213807104376","-0.363735434053538","4.57844543332115","5.07998059425915","-0.210653695162677","5.35669990025116","1.73148559549917","-0.14429469056661","2.01125470754351","2.97308803031213","0.0512747629668411","2.49867849748429","2.3013932119724","1.35716806415441","3.29587989843014","3.88707481782052","4.34564139947821","3.44162777669459","2.09352461709183","0.526809203706492","2.40211907379886","2.66798353089548","2.34953385169727","2.09359938952392","3.58142581460447","3.55633124664172","3.37572214708477","1.26716818922992","1.65155392186669","0.941470920725337","2.73512022241023","2.24406532463878","3.45404183614122","3.72741530093519","1.4604236757386","-3.76457817791677","1.83709367680054","2.92279728368581","0.680445576816723","0.0255047121972183","0.661272848852605","1.01450158590511","1.98943716230463","2.25857243250671","2.42538536088061","1.45052918393192","-6.63299143662553","4.23786673253257","4.80643020178459","-0.828815088963225"
"22","Austria","AGING","14.054812662933","14.1916416934735","14.3190861085083","14.449845052543","14.6300452525497","14.8485150838216","15.0173434653996","15.1680636840075","15.3180206101677","15.4295254270928","15.3827696534834","15.0850813602629","14.7037974643419","14.341886809426","14.1310335133169","14.1611667161568","14.318526740598","14.5250313986508","14.7246672676438","14.8647585394134","14.9427919646598","14.95112974587","14.9139952452656","14.9212409052054","15.001880820857","15.1170734748695","15.2197444069464","15.3045031606886","15.3712100334735","15.4002817912534","15.413033147977","15.4347425760068","15.433002037878","15.4469696447238","15.7088972003128","16.1893814836926","16.656826238438","17.0045481934175","17.2586925227657","17.509070997852","17.6356410013884","17.7144340329413","17.9292665822542","18.1800272396884","18.369845164421","18.4446059732568","18.4850626164191","18.5968996178003","18.7505079598044","18.9301120801555","19.1494297623302","19.4411573442163","19.8070286456344","20.2099674398609"
"23","Austria","SAVING%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.056628480125","26.7359483964229","28.1898307700907","28.7013518011879","24.8395273125451","25.8248947305645","26.0945303285528","25.7751176386955","25.4841611612385","25.9861312288427","25.6533133864183","27.1189183152887","26.3426329631149","26.7697682872812","27.8347265276203","29.2145804938162","29.3141762757544","27.5654975514581","27.053667093122"
"24","Austria","SAVING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82362989301.9128","89907664467.3711","109710753989.166","124004746012.724","99794970915.0939","101304633503.76","112646229969.844","105523799701.98","109630562569.378","115010670899.16","97988255778.2413","107346808430.013","109917573728.188","121800083033.107","123752124131.839","127097832889.831","140501487517.186","129817485287.265","139606159435.971"
"25","Bangladesh","HEXPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6186285","8.41617775","9.37759209","10.3110857","11.10974789","11.61940002","12.37925339","14.41430759","15.99568462","18.20583725","21.15062714","23.28593445","23.89686203","27.40725899","30.29579544","33.53680038","39.55920792","42.27734375","44.74491119","47.66782379","50.66413116","57.93856812",NA,NA
"26","Bangladesh","HEXPENt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.80504513","1.77201855","1.93417108","1.96152198","1.99854314","2.05873919","2.10646582","2.17268491","2.11878848","2.18321705","2.28807664","2.36418128","2.3537879","2.29574466","2.27915168","2.27217698","2.38938212","2.36720181","2.31622243","2.25762248","2.27063942","2.36492991",NA,NA
"27","Bangladesh","UNEMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.04","2.02","0.96",NA,NA,"0.92",NA,"2.2",NA,NA,NA,NA,"2.51",NA,NA,NA,"3.27",NA,NA,"4.32",NA,"4.25","3.591",NA,NA,"5","3.379",NA,NA,"4.426",NA,NA,"4.35","4.372",NA,NA,NA,NA,"5.247",NA
"28","Bangladesh","rGDP","32906269869.1221","31103176396.7525","26756902909.3522","27646751931.2164","30298616294.9437","29059943993.9484","30705132388.3112","31525897787.2835","33755988640.5035","35376827870.8259","35666614279.8041","38246717074.685","39063027403.4784","40579081622.1807","42528220713.8371","43949520082.2446","45783701688.1229","47510846898.7612","48658830994.1357","50039078698.3342","52852404884.4443","54694431600.8895","57671277526.1037","60388495364.0769","62737684189.6584","65950655343.3058","68933550207.4628","72028595263.9173","75757534997.0826","79295530342.6108","83492876462.58","87732050072.4336","91094928286.7534","95412433810.5491","100411599680.57","106974446547.815","114111679980.536","122166366287.049","129513194709.79","136047297014.321","143627564235.828","152912194516.002","162884300249.526","172679519745.884","183145727938.258","195146607942.291","209028319381.091","222803808194.798","239111738272.244","257958322599.367","266852770837.438","285368828340.483","305629526532.026","323279975125.391"
"29","Bangladesh","GDPg","5.61985229280101","-5.47948302721947","-13.9737287020439","3.32568019878401","9.5919563004182","-4.08821409181641","5.66136120119647","2.67305605001982","7.07383773260688","4.80163460055671","0.819141868898924","7.23394369490737","2.13432783577075","3.88104639981708","4.80331001525434","3.34201465415418","4.17338255900388","3.77240185252714","2.4162568556623","2.83658212907925","5.62225816160704","3.48522781597653","5.44268554966725","4.71156172453999","3.89012644116818","5.12127789724337","4.52291921684423","4.4898964976265","5.1770268731498","4.67015636882111","5.29329471892532","5.07728777526728","3.83312393993225","4.73956739963045","5.23953291029852","6.53594493875502","6.67190498576788","7.05859935449848","6.01378975738535","5.04512479919337","5.57178818533122","6.46437912497728","6.52145877906443","6.01360565834344","6.0610593588495","6.55263987816197","7.11347821270093","6.59024999794057","7.31941263014136","7.88191515117722","3.44801755122445","6.93867912442445","7.09982877575158","5.77511237007889"
"30","Bangladesh","AGING","3.16923384128573","3.11637949366127","3.07213873339664","3.10851171198442","3.14430905373207","3.18907632346997","3.24636936257706","3.30383810777852","3.35524834843712","3.39876493731842","3.43353876561872","3.45780183482678","3.47222837029267","3.48033210391844","3.48715725371968","3.49612911642699","3.50550045177787","3.51319335876704","3.51448923606674","3.5047104151615","3.49273919220124","3.4881079545771","3.49159979249965","3.49654951693749","3.49967028252585","3.51011190671024","3.52324061386055","3.5448635324222","3.59551995585123","3.67645258219127","3.76092412265225","3.8335542990789","3.90553995500188","3.97859301553179","4.0490421751322","4.11678688226789","4.18711347357253","4.25055246806116","4.31283499988633","4.37805511550554","4.44682244656528","4.52281374283191","4.59928241676685","4.66437219580652","4.72153673432002","4.8073386073856","4.92609334799437","5.07091879234419","5.24650344782107","5.44386972534934","5.6329625843332","5.82711204442049","6.0444183429379","6.26595858528401"
"31","Bangladesh","SAVING%",NA,NA,NA,NA,NA,NA,"-0.840906615995765","10.0399226067437","5.70444354275005","7.07628151550278","8.33293131362959","21.1431820523845","23.5284822468067","23.0995397210434","16.2948905366178","21.5202936429301","22.7760645678478","22.6253771914959","22.1958958405226","22.3461680145497","23.0244118634705","22.5604059246532","21.9940038300746","20.901202135505","22.4171600592845","22.1461544905179","23.1387940832004","24.397478698652","25.8340547261519","26.6599568153793","27.7974576904575","28.4222904329444","30.7491764310818","30.164596698861","31.5774006681766","32.3594072379879","35.3411909935711","36.3174625832682","37.3818777882546","38.9763938883287","38.7817738626144","38.0594897398681","40.5995794949293","39.7453877174385","37.7792322241332","36.7309560252932","37.2802992221407","35.285203140231","35.4590395217055","36.3536024071167","37.1888662090573","36.0511742454324","33.9494644149112","34.9043598820133"
"32","Bangladesh","SAVING",NA,NA,NA,NA,NA,NA,"-85075475.3677897","968967920.569496","757650908.143812","1101457206.821","1511431172.76936","4281429667.98837","4358745262.29777","4067609227.0316","3083130166.6086","4794382065.16815","4959267891.02469","5497521448.49845","5899448389.18145","6431610433.57896","7275332122.79948","6984134043.08458","6974051092.71407","6932201264.86547","7569974759.9727","8402195375.62107","10745305213.0125","11770395044.1549","12913038448.4585","13668711789.9473","14835444049.3818","15345561208.048","16827204367.806","18146698367.9907","20559585887.0529","22482022235.3595","25373468069.0862","28912929379.1177","34255630393.8064","39941121400.0372","44705899575.7582","48947351769.4822","54123602722.8452","59617667161.7429","65315234303.711","71679214748.1341","98876492673.1056","103644090618.835","113952144933.912","127685359441.467","139078714577.73","150070816795.179","156212243987.993","152677021325.648"
"33","Belgium","HEXPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1849.91601563","1879.93457031","2084.7199707","2814.88061523","3312.74121094","3405.88500977","3545.92822266","4064.87646484","4653.50585938","4638.43896484","4531.03369141","4930.14111328","4704.47265625","4954.92431641","5080.125","4442.40136719","4542.79492188","4782.64697266","5176.98388672","5049.57714844","5104.02539063","5680.23144531",NA,NA
"34","Belgium","HEXPENt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.99917603","8.14988804","8.31820965","9.16443539","9.32808781","9.22374916","9.12963009","9.13628674","9.5951395","10.32117939","10.20229435","10.36337948","10.50204754","10.57661152","10.60909367","10.79745102","10.79354668","10.79855728","10.86148262","10.79477787","11.19751263","11.04290771",NA,NA
"35","Belgium","UNEMP",NA,"2.1","2.7","2.8","3","5.1","6.5","5.67","7.9","6.96","9.1","11.35","13","11.66","11.882","11.321","11.28","11.257","10.128","8.284","7.25","6.984","6.702","8.078","9.645","9.337","9.483","8.95","9.323","8.649","6.586","6.178","6.91","7.68","7.363","8.44","8.246","7.459","6.976","7.908","8.293","7.14","7.542","8.425","8.523","8.482","7.83","7.09","5.941","5.364","5.545","6.248","5.57","5.528"
"36","Belgium","rGDP","172346670831.88","179216111161.922","188706688044.546","200749386449.419","209914113819.734","205787325003.57","217419959648.709","218781345279.661","224998884653.738","230266272692.697","240499429910.323","239827755215.622","241254698634.742","242007033807.079","247975853676.465","252071901218.968","256666571621.109","262586995647.719","274989527944.74","284529373856.785","293456205020.658","298835475229.994","303409615205.606","300491199097.648","310187964527.328","317585194591.875","321781927100.664","333989231728.476","340541460104.062","352605970422.851","365711203833.047","369732633305.117","376043542626.992","379946808976.211","393515485920.82","402651880769.961","412928965821.953","428111873071.133","430025228051.015","421335523091.64","433403805754.258","440747893479.883","444005978083.203","446045040873.594","453086009677.5","462335574841.484","468191916732.07","475774660680.469","484305039588.75","495157518025.82","468892019366.054","501376781582.929","516491897594.492","523542297257.968"
"37","Belgium","GDPg","6.35267211404231","3.98582711048847","5.29560474284025","6.38170195750001","4.56525797284306","-1.96594156584821","5.65274593317993","0.626154854021308","2.84189649082269","2.34107295556814","4.44405387639348","-0.279283279362133","0.594986772001008","0.311842702585196","2.46638280528001","1.6517928990972","1.82276183101794","2.30665956583917","4.72320888032857","3.46916698368338","3.13740231557445","1.83307427728701","1.53065494385902","-0.961873309776607","3.22697152488938","2.38475727961249","1.32145093041325","3.79365762950188","1.96180827198427","3.54274346363066","3.71667938420875","1.09961888777849","1.70688458453354","1.03798254902905","3.5712043433582","2.32173705381926","2.55234994366351","3.67688113594973","0.446928735275904","-2.02074306169408","2.86429270764155","1.69451389861332","0.739217283058679","0.459242192907709","1.57853314322614","2.04145900919961","1.26668640902095","1.6195802783878","1.79294519302076","2.24083533103139","-5.30447336526071","6.92798360287613","3.01472197492703","1.36505523054922"
"38","Belgium","AGING","13.3995910015353","13.5156022488218","13.6361120039817","13.7622918632645","13.878680359536","13.9824228771253","14.0588611881246","14.1627590649386","14.2932512996794","14.4086746704613","14.4367188251524","14.3010201103936","14.0580181727479","13.7761930939868","13.6276542308608","13.7432392954045","13.9769554749962","14.2138840024943","14.4686804137328","14.7112658835463","14.9425318516816","15.1659495727976","15.3636990332408","15.5436743001622","15.7320425830023","15.9570124330399","16.1911769361744","16.403593447382","16.5740519677137","16.7027549924222","16.80178248144","16.882712820533","16.9608843782937","17.0424022454878","17.1308642152415","17.1694140655234","17.1142141033122","17.0445159574426","17.0501018205386","17.1204283461989","17.203178007908","17.3688456076802","17.5984539040595","17.8041767384111","18.0157189186848","18.2121641721349","18.388947228713","18.5780135332375","18.783552969445","19.0117768297794","19.2076193876575","19.417070410728","19.7290949756905","20.0926268211745"
"39","Belgium","SAVING%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.37176774741","26.2242285590273","27.1943475754274","27.3168221709726","27.8480009657266","28.7795848698255","27.4273411880211","25.0027358564653","25.3512921303418","23.5006448334686","24.7315892456327","24.234111842163","24.5771233592409","25.0086782160592","24.8169663577795","25.1549074397309","24.4985622607429","25.1048784011346","25.5977421204925","26.9913107152233","26.0183981715028","25.2069965809491"
"40","Belgium","SAVING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68140322724.62","83414689281.9008","100405532201.42","105365015685.57","113692204427.824","135529441645.891","141889339735.306","120826763914.937","122046414401.717","122986007831.736","122706492293.361","126451418217.33","131583509939.487","115624016190.474","118144334335.186","126470000095.572","133100460190.761","134528458575.28","134649630517.449","162191990231.242","151847009626.335","159362810967.516"
"41","Brazil","HEXPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310.61404419","268.64971924","245.66194153","250.3089447","294.3838501","383.5508728","483.91915894","600.63568115","705.13397217","719.42651367","893.77508545","1028.0847168","953.703125","977.81689453","1013.56842041","782.52294922","795.93798828","937.34289551","863.28173828","850.43286133","704.99536133","761.26776123",NA,NA
